"family_taxon","taxon","preferred_authority","common_name","name_tvk","rtvk","organism_key"
"Geometridae","Perizoma bifaciata","(Haworth, 1809)","Barred Rivulet","NBNSYS0000005884","NBNSYS0000005884","NBNORG0000009159"
"Geometridae","Perizoma blandiata","([Denis & Schiffermüller], 1775)","Pretty Pinion","NHMSYS0000522442","NHMSYS0000522442","NBNORG0000060303"
"Geometridae","Perizoma flavofasciata","(Thunberg, 1792)","Sandy Carpet","NBNSYS0000005890","NBNSYS0000005890","NBNORG0000009163"
"Geometridae","Perizoma minorata","(Treitschke, 1828)","Heath Rivulet","NHMSYS0000522447","NHMSYS0000522447","NBNORG0000060304"
"Geometridae","Petrophora chlorosata","(Scopoli, 1763)","Brown Silver-line","NBNSYS0000005993","NBNSYS0000005993","NBNORG0000009217"
"Geometridae","Phaiogramma faustinata","(Millière, 1868)","Millière's Emerald","NHMSYS0021459973","NHMSYS0021459973","NBNORG0000133139"
"Geometridae","Phibalapteryx virgata","(Hufnagel, 1767)","Oblique Striped","NBNSYS0000005791","NBNSYS0000005791","NBNORG0000009102"
"Geometridae","Phigalia pilosaria","([Denis & Schiffermüller], 1775)","Pale Brindled Beauty","NHMSYS0021144213","NHMSYS0021144213","NBNORG0000058744"
"Geometridae","Philereme transversata","(Hufnagel, 1767)","Dark Umber","NBNSYS0000005872","NBNSYS0000005872","NBNORG0000009149"
"Geometridae","Philereme vetulata","([Denis & Schiffermüller], 1775)","Brown Scallop","NHMSYS0021144029","NHMSYS0021144029","NBNORG0000058749"
"Geometridae","Plagodis dolabraria","(Linnaeus, 1767)","Scorched Wing","NBNSYS0000005995","NBNSYS0000005995","NBNORG0000009219"
"Geometridae","Plagodis pulveraria","(Linnaeus, 1758)","Barred Umber","NBNSYS0000005994","NBNSYS0000005994","NBNORG0000009218"
"Geometridae","Plemyria rubiginata","([Denis & Schiffermüller], 1775)","Blue-bordered Carpet","NHMSYS0000522597","NHMSYS0000522597","NBNORG0000060334"
"Geometridae","Plesiomorpha flaviceps","(Butler, 1881)",NULL,"NHMSYS0021460048","NHMSYS0021460048","NBNORG0000133149"
"Geometridae","Pleuroprucha insulsaria","(Guenée, 1857)","Common Tan Wave","NHMSYS0021459958","NHMSYS0021459958","NBNORG0000133137"
"Geometridae","Pseudocoremia suavis","Butler, 1879","Common Forest Looper","NHMSYS0020531231","NHMSYS0020531231","NBNORG0000097766"
"Geometridae","Pseudopanthera macularia","(Linnaeus, 1758)","Speckled Yellow","NBNSYS0000006000","NBNSYS0000006000","NBNORG0000009222"
"Geometridae","Pseudoterpna coronillaria","(Hübner, [1817])","Jersey Emerald","NHMSYS0021144312","NHMSYS0021144312","NBNORG0000102877"
"Geometridae","Pseudoterpna pruinata","(Hufnagel, 1767)","Grass Emerald","NHMSYS0000522767","NHMSYS0000522767","NBNORG0000060368"
"Geometridae","Psodos coracina","(Esper, 1805)","Black Mountain Moth","NHMSYS0021564092","NHMSYS0021564092","NBNORG0000058258"
"Geometridae","Pterapherapteryx sexalata","(Retzius, 1783)","Small Seraphim","NBNSYS0000005973","NBNSYS0000005973","NBNORG0000009209"
"Geometridae","Pungeleria capreolaria","(Denis & Schiffermüller, 1775)","Banded Pine Carpet","NHMSYS0021125337","NHMSYS0021125337","NBNORG0000116553"
"Geometridae","Rheumaptera cervinalis","(Scopoli, 1763)","Scarce Tissue","NBNSYS0000005868","NBNSYS0000005868","NBNORG0000009146"
"Geometridae","Rheumaptera hastata","(Linnaeus, 1758)","Argent & Sable","NBNSYS0000005867","NBNSYS0000005867","NBNORG0000009145"
"Geometridae","Rheumaptera undulata","(Linnaeus, 1758)","Scallop Shell","NBNSYS0000005869","NBNSYS0000005869","NBNORG0000009147"
"Geometridae","Rhodometra sacraria","(Linnaeus, 1767)","Vestal","NBNSYS0000005789","NBNSYS0000005789","NBNORG0000009100"
"Geometridae","Scopula decorata","(Denis & Schiffermüller, 1775)","Middle Lace Border","NHMSYS0000504124","NHMSYS0000504124","NBNORG0000058942"
"Geometridae","Scopula emutaria","(Hübner, [1809])","Rosy Wave","NHMSYS0021143877","NHMSYS0021143877","NBNORG0000058943"
"Geometridae","Scopula floslactata","(Haworth, 1809)","Cream Wave","NBNSYS0000005766","NBNSYS0000005766","NBNORG0000009082"
"Geometridae","Scopula imitaria","(Hübner, [1799])","Small Blood-vein","NHMSYS0021143870","NHMSYS0021143870","NBNORG0000058945"
"Geometridae","Scopula immorata","(Linnaeus, 1758)","Lewes Wave","NBNSYS0000005756","NBNSYS0000005756","NBNORG0000009076"
"Geometridae","Scopula immutata","(Linnaeus, 1758)","Lesser Cream Wave","NBNSYS0000005765","NBNSYS0000005765","NBNORG0000009081"
"Geometridae","Scopula limboundata","(Haworth, 1809)","Large Lace Border","NBNSYS0000005768","NBNSYS0000005768","NBNORG0000009084"
"Geometridae","Scopula marginepunctata","(Goeze, 1781)","Mullein Wave","NBNSYS0000005762","NBNSYS0000005762","NBNORG0000009080"
"Geometridae","Scopula nigropunctata","(Hufnagel, 1767)","Sub-angled Wave","NBNSYS0000005757","NBNSYS0000005757","NBNORG0000009077"
"Geometridae","Scopula ornata","(Scopoli, 1763)","Lace Border","NBNSYS0000005760","NBNSYS0000005760","NBNORG0000009078"
"Geometridae","Scopula rubiginata","(Hufnagel, 1767)","Tawny Wave","NBNSYS0000005761","NBNSYS0000005761","NBNORG0000009079"
"Geometridae","Scopula ternata","Schrank, 1802","Smoky Wave","NHMSYS0021143871","NHMSYS0021143871","NBNORG0000009083"
"Geometridae","Scopula virgulata","(Denis & Schiffermüller, 1775)","Streaked Wave","NHMSYS0000504128","NHMSYS0000504128","NBNORG0000058946"
"Geometridae","Scotopteryx bipunctaria","([Denis & Schiffermüller], 1775)","Chalk Carpet","NHMSYS0000521353","NHMSYS0000521353","NBNORG0000060087"
"Geometridae","Scotopteryx chenopodiata","(Linnaeus, 1758)","Shaded Broad-bar","NBNSYS0000005807","NBNSYS0000005807","NBNORG0000009111"
"Geometridae","Scotopteryx luridata","(Hufnagel, 1767)","July Belle","NHMSYS0000521358","NHMSYS0000521358","NBNORG0000060088"
"Geometridae","Scotopteryx moeniata","(Scopoli, 1763)","Fortified Carpet","NBNSYS0000005804","NBNSYS0000005804","NBNORG0000009109"
"Geometridae","Scotopteryx mucronata","(Scopoli, 1763)","Lead Belle","NBNSYS0000005809","NBNSYS0000005809","NBNORG0000009113"
"Geometridae","Scotopteryx peribolata","(Hübner, [1817])","Spanish Carpet","NHMSYS0021143906","NHMSYS0021143906","NBNORG0000058951"
"Geometridae","Selenia dentaria","(Fabricius, 1775)","Early Thorn","NBNSYS0000006008","NBNSYS0000006008","NBNORG0000009227"
"Geometridae","Selenia lunularia","(Hübner, [1788])","Lunar Thorn","NHMSYS0021144200","NHMSYS0021144200","NBNORG0000058984"
"Geometridae","Selenia tetralunaria","(Hufnagel, 1767)","Purple Thorn","NBNSYS0000006010","NBNSYS0000006010","NBNORG0000009228"
"Geometridae","Selidosema brunnearia","(Villers, 1789)","Bordered Grey","NBNSYS0000006030","NBNSYS0000006030","NBNORG0000009241"
"Geometridae","Siona lineata","(Scopoli, 1763)","Black-veined Moth","NBNSYS0000006058","NBNSYS0000006058","NBNORG0000009256"
"Geometridae","Spargania luctuata","([Denis & Schiffermüller], 1775)","White-banded Carpet","NHMSYS0021143955","NHMSYS0021143955","NBNORG0000059006"
"Geometridae","Stegania cararia","(Hübner, 1790)","Ringed Border","NHMSYS0020732454","NHMSYS0020732454","NBNORG0000102878"
"Geometridae","Stegania trimaculata","(Villers, 1789)","Dorset Cream Wave","NHMSYS0000504304","NHMSYS0000504304","NBNORG0000059019"
"Geometridae","Tephronia sepiaria","(Hufnagel, 1767)","Dusky Carpet","NBNSYS0100005782","NBNSYS0100005782","NBNORG0000043456"
"Geometridae","Thalera fimbrialis","(Scopoli, 1763)","Sussex Emerald","NBNSYS0000005745","NBNSYS0000005745","NBNORG0000009068"
"Geometridae","Thera britannica","(Turner, 1925)","Spruce Carpet","NHMSYS0000504489","NHMSYS0000504489","NBNORG0000059129"
"Geometridae","Thera cognata","(Thunberg, 1792)","Chestnut-coloured Carpet","NBNSYS0000005850","NBNSYS0000005850","NBNORG0000009138"
"Geometridae","Thera cupressata","(Geyer, [1831])","Cypress Carpet","NHMSYS0021143981","NHMSYS0021143981","NBNORG0000024879"
"Geometridae","Thera juniperata","(Linnaeus, 1758)","Juniper Carpet","NBNSYS0000005851","NBNSYS0000005851","NBNORG0000009139"
"Geometridae","Thera obeliscata","(Hübner, [1787])","Grey Pine Carpet","NHMSYS0021143975","NHMSYS0021143975","NBNORG0000059133"
"Geometridae","Thera vetustata","([Denis & Schiffermüller], 1775)","Fir Carpet","NHMSYS0021143974","NHMSYS0021143974","NBNORG0000108161"
"Geometridae","Theria primaria","(Haworth, 1809)","Early Moth","NBNSYS0000006052","NBNSYS0000006052","NBNORG0000009253"
"Geometridae","Thetidia smaragdaria","(Fabricius, 1787)","Essex Emerald","NHMSYS0000517123","NHMSYS0000517123","NBNORG0000059477"
"Geometridae","Timandra comae","Schmidt, 1931","Blood-vein","NHMSYS0021143879","NHMSYS0021143879","NBNORG0000043495"
"Geometridae","Trichopteryx carpinata","(Borkhausen, 1794)","Early Tooth-striped","NBNSYS0000005972","NBNSYS0000005972","NBNORG0000009208"
"Geometridae","Trichopteryx polycommata","([Denis & Schiffermüller], 1775)","Barred Tooth-striped","NHMSYS0021144154","NHMSYS0021144154","NBNORG0000059175"
"Geometridae","Triphosa dubitata","(Linnaeus, 1758)","Tissue","NBNSYS0000005870","NBNSYS0000005870","NBNORG0000009148"
"Geometridae","Venusia blomeri","(Curtis, 1832)","Blomer's Rivulet","NHMSYS0021144025","NHMSYS0021144025","NBNORG0000009201"
"Geometridae","Venusia cambrica","Curtis, 1839","Welsh Wave","NBNSYS0000005964","NBNSYS0000005964","NBNORG0000009202"
"Geometridae","Xanthorhoe biriviata","(Borkhausen, 1794)","Balsam Carpet","NBNSYS0000005794","NBNSYS0000005794","NBNORG0000009105"
"Geometridae","Xanthorhoe decoloraria","(Esper, 1806)","Red Carpet","NHMSYS0000520988","NHMSYS0000520988","NBNORG0000060015"
"Geometridae","Xanthorhoe designata","(Hufnagel, 1767)","Flame Carpet","NBNSYS0000005795","NBNSYS0000005795","NBNORG0000009106"
"Geometridae","Xanthorhoe ferrugata","(Clerck, 1759)","Dark-barred Twin-spot Carpet","NBNSYS0000005800","NBNSYS0000005800","NBNORG0000009107"
"Geometridae","Xanthorhoe fluctuata","(Linnaeus, 1758)","Garden Carpet","NBNSYS0000005803","NBNSYS0000005803","NBNORG0000009108"
"Geometridae","Xanthorhoe montanata","([Denis & Schiffermüller], 1775)","Silver-ground Carpet","NHMSYS0000520993","NHMSYS0000520993","NBNORG0000060016"
"Geometridae","Xanthorhoe quadrifasiata","(Clerck, 1759)","Large Twin-spot Carpet","MM0001Z100BZSUG1","MM0001Z100BZSUG1","NBNORG0000006855"
"Geometridae","Xanthorhoe spadicearia","([Denis & Schiffermüller], 1775)","Red Twin-spot Carpet","NHMSYS0021143920","NHMSYS0021143920","NBNORG0000059201"
"Hepialidae","Hepialus humuli","(Linnaeus, 1758)","Ghost Moth","NBNSYS0000005307","NBNSYS0000005307","NBNORG0000008892"
"Hepialidae","Korscheltellus fusconebulosa","(De Geer, 1778)","Map-winged Swift","NHMSYS0021142344","NHMSYS0021142344","NBNORG0000101486"
"Hepialidae","Korscheltellus lupulina","(Linnaeus, 1758)","Common Swift","NHMSYS0021142343","NHMSYS0021142343","NBNORG0000009011"
"Hepialidae","Phymatopus hecta","(Linnaeus, 1758)","Gold Swift","NHMSYS0021142347","NHMSYS0021142347","NBNORG0000009010"
"Hepialidae","Triodia sylvina","(Linnaeus, 1761)","Orange Swift","NHMSYS0021142341","NHMSYS0021142341","NBNORG0000009009"
"Lasiocampidae","Dendrolimus pini","(Linnaeus, 1758)","Pine-tree Lappet","NBNSYS0000005711","NBNSYS0000005711","NBNORG0000009045"
"Lasiocampidae","Eriogaster lanestris","(Linnaeus, 1758)","Small Eggar","NBNSYS0000005702","NBNSYS0000005702","NBNORG0000009039"
"Lasiocampidae","Euthrix potatoria","(Linnaeus, 1758)","Drinker","NBNSYS0000005712","NBNSYS0000005712","NBNORG0000009046"
"Lasiocampidae","Gastropacha quercifolia","(Linnaeus, 1758)","Lappet","NBNSYS0000005714","NBNSYS0000005714","NBNORG0000009048"
"Lasiocampidae","Lasiocampa quercus","(Linnaeus, 1758)","Oak Eggar","NBNSYS0000005707","NBNSYS0000005707","NBNORG0000009042"
"Lasiocampidae","Lasiocampa trifolii","([Denis & Schiffermüller], 1775)","Grass Eggar","NHMSYS0000503016","NHMSYS0000503016","NBNORG0000058396"
"Lasiocampidae","Macrothylacia rubi","(Linnaeus, 1758)","Fox Moth","NBNSYS0000005710","NBNSYS0000005710","NBNORG0000009044"
"Lasiocampidae","Malacosoma castrensis","(Linnaeus, 1758)","Ground Lackey","NBNSYS0000005704","NBNSYS0000005704","NBNORG0000009041"
"Lasiocampidae","Malacosoma neustria","(Linnaeus, 1758)","Lackey","NBNSYS0000005703","NBNSYS0000005703","NBNORG0000009040"
"Lasiocampidae","Odonestis pruni","(Linnaeus, 1758)","Plum Lappet","NHMSYS0021158248","NHMSYS0021158248","NBNORG0000117495"
"Lasiocampidae","Phyllodesma ilicifolia","(Linnaeus, 1758)","Small Lappet","NBNSYS0000005713","NBNSYS0000005713","NBNORG0000009047"
"Lasiocampidae","Poecilocampa populi","(Linnaeus, 1758)","December Moth","NBNSYS0000005700","NBNSYS0000005700","NBNORG0000009037"
"Lasiocampidae","Trichiura crataegi","(Linnaeus, 1758)","Pale Eggar","NBNSYS0000005701","NBNSYS0000005701","NBNORG0000009038"
"Limacodidae","Apoda limacodes","(Hufnagel, 1766)","Festoon","NBNSYS0000005683","NBNSYS0000005683","NBNORG0000009026"
"Limacodidae","Heterogenea asella","([Denis & Schiffermüller], 1775)","Triangle","NHMSYS0021143413","NHMSYS0021143413","NBNORG0000058319"
"Noctuidae","Abrostola tripartita","(Hufnagel, 1766)","Spectacle","NBNSYS0100001391","NBNSYS0100001391","NBNORG0000041013"
"Noctuidae","Abrostola triplasia","(Linnaeus, 1758)","Dark Spectacle","NBNSYS0000006555","NBNSYS0000006555","NBNORG0000009564"
"Noctuidae","Acontia aprica","(Hübner, 1808)","Nun","NHMSYS0000500955","NHMSYS0000500955","NBNORG0000057269"
"Noctuidae","Acontia lucida","(Hufnagel, 1766)","Pale Shoulder","NBNSYS0000006521","NBNSYS0000006521","NBNORG0000009545"
"Noctuidae","Acontia nitidula","(Fabricius, 1787)","Brixton Beauty","NBNSYS0000006523","NBNSYS0000006523","NBNORG0000009546"
"Noctuidae","Acontia trabealis","(Scopoli, 1763)","Spotted Sulphur","NHMSYS0021144491","NHMSYS0021144491","NBNORG0000009544"
"Noctuidae","Acosmetia caliginosa","(Hübner, [1813])","Reddish Buff","NHMSYS0021144548","NHMSYS0021144548","NBNORG0000057271"
"Noctuidae","Acronicta aceris","(Linnaeus, 1758)","Sycamore","NBNSYS0000006374","NBNSYS0000006374","NBNORG0000009454"
"Noctuidae","Acronicta alni","(Linnaeus, 1767)","Alder Moth","NBNSYS0000006376","NBNSYS0000006376","NBNORG0000009456"
"Noctuidae","Acronicta auricoma","([Denis & Schiffermüller], 1775)","Scarce Dagger","NHMSYS0021144508","NHMSYS0021144508","NBNORG0000057279"
"Noctuidae","Acronicta cinerea","(Hufnagel, 1766)","Sweet Gale Moth","NHMSYS0021144509","NHMSYS0021144509","NBNORG0000117328"
"Noctuidae","Acronicta cuspis","(Hübner, 1813)","Large Dagger","NHMSYS0000500976","NHMSYS0000500976","NBNORG0000057280"
"Noctuidae","Acronicta leporina","(Linnaeus, 1758)","Miller","NBNSYS0000006375","NBNSYS0000006375","NBNORG0000009455"
"Noctuidae","Acronicta menyanthidis","(Esper, 1789)","Light Knot Grass","NBNSYS0000006381","NBNSYS0000006381","NBNORG0000009458"
"Noctuidae","Acronicta psi","(Linnaeus, 1758)","Grey Dagger","NBNSYS0000006379","NBNSYS0000006379","NBNORG0000009457"
"Noctuidae","Acronicta rumicis","(Linnaeus, 1758)","Knot Grass","NBNSYS0000006384","NBNSYS0000006384","NBNORG0000009459"
"Noctuidae","Acronicta strigosa","([Denis & Schiffermüller], 1775)","Marsh Dagger","NHMSYS0021144504","NHMSYS0021144504","NBNORG0000057285"
"Noctuidae","Acronicta tridens","([Denis & Schiffermüller], 1775)","Dark Dagger","NHMSYS0021144501","NHMSYS0021144501","NBNORG0000057286"
"Noctuidae","Actebia fennica","(Tauscher, 1806)","Eversmann's Rustic","NBNSYS0000006186","NBNSYS0000006186","NBNORG0000009345"
"Noctuidae","Actebia praecox","(Linnaeus, 1758)","Portland Moth","NBNSYS0000006185","NBNSYS0000006185","NBNORG0000009344"
"Noctuidae","Actinotia polyodon","(Clerck, 1759)","Purple Cloud","NBNSYS0000006183","NBNSYS0000006183","NBNORG0000009342"
"Noctuidae","Aedia funesta","(Esper, [1786])","The Druid","NHMSYS0021126078","NHMSYS0021126078","NBNORG0000116610"
"Noctuidae","Aedia leucomelas","(Linnaeus, 1758)","Sorcerer","NHMSYS0020531219","NHMSYS0020531219","NBNORG0000097764"
"Noctuidae","Agrochola lychnidis","([Denis & Schiffermüller], 1775)","Beaded Chestnut","NHMSYS0021144710","NHMSYS0021144710","NBNORG0000057409"
"Noctuidae","Agrotis bigramma","(Esper, 1790)","Great Dart","NHMSYS0021144890","NHMSYS0021144890","NBNORG0000057412"
"Noctuidae","Agrotis catalaunensis","(Millière, 1873)",NULL,"NHMSYS0021144902","NHMSYS0021144902","NBNORG0000117424"
"Noctuidae","Agrotis cinerea","([Denis & Schiffermüller], 1775)","Light Feathered Rustic","NHMSYS0021144892","NHMSYS0021144892","NBNORG0000057411"
"Noctuidae","Agrotis clavis","(Hufnagel, 1766)","Heart & Club","NBNSYS0000006174","NBNSYS0000006174","NBNORG0000009336"
"Noctuidae","Agrotis deprivata","Walker, 1857",NULL,"NBNSYS0000005272","NBNSYS0000005272","NBNORG0000008871"
"Noctuidae","Agrotis exclamationis","(Linnaeus, 1758)","Heart & Dart","NBNSYS0000006175","NBNSYS0000006175","NBNORG0000009337"
"Noctuidae","Agrotis graslini","Rambur, 1848","Wood's Dart","NHMSYS0021144893","NHMSYS0021144893","NBNORG0000099341"
"Noctuidae","Agrotis herzogi","Rebel, 1911","Spalding's Dart","NBNSYS0100001446","NBNSYS0100001446","NBNORG0000057413"
"Noctuidae","Agrotis ipsilon","(Hufnagel, 1766)","Dark Sword-grass","NBNSYS0000006177","NBNSYS0000006177","NBNORG0000009338"
"Noctuidae","Agrotis puta","(Hübner, [1803])","Shuttle-shaped Dart","NBNSYS0000006178","NBNSYS0000006178","NBNORG0000009339"
"Noctuidae","Agrotis ripae","(Hübner, [1823])","Sand Dart","NHMSYS0021144897","NHMSYS0021144897","NBNORG0000057415"
"Noctuidae","Agrotis segetum","([Denis & Schiffermüller], 1775)","Turnip Moth","NHMSYS0021144895","NHMSYS0021144895","NBNORG0000057416"
"Noctuidae","Agrotis spinifera","(Hübner, 1808)","Gregson's Dart","NHMSYS0000501183","NHMSYS0000501183","NBNORG0000057417"
"Noctuidae","Agrotis syricola",NULL,"Grouville Dart","NHMSYS0001703665","NHMSYS0001703665","NBNORG0000086947"
"Noctuidae","Agrotis trux","(Hübner, [1824])","Crescent Dart","NHMSYS0000516938","NHMSYS0000516938","NBNORG0000059441"
"Noctuidae","Agrotis vestigialis","(Hufnagel, 1766)","Archer's Dart","NBNSYS0000006171","NBNSYS0000006171","NBNORG0000009335"
"Noctuidae","Allophyes oxyacanthae","(Linnaeus, 1758)","Green-brindled Crescent","NBNSYS0000006338","NBNSYS0000006338","NBNORG0000009435"
"Noctuidae","Amphipoea crinanensis","(Burrows, 1908)","Crinan Ear","NBNSYS0000006464","NBNSYS0000006464","NBNORG0000009512"
"Noctuidae","Amphipoea fucosa","(Freyer, 1830)","Saltern Ear","NHMSYS0000516998","NHMSYS0000516998","NBNORG0000059453"
"Noctuidae","Amphipoea lucens","(Freyer, 1845)","Large Ear","NBNSYS0000006462","NBNSYS0000006462","NBNORG0000009510"
"Noctuidae","Amphipoea oculea","(Linnaeus, 1761)","Ear Moth","NBNSYS0000006465","NBNSYS0000006465","NBNORG0000009513"
"Noctuidae","Amphipyra berbera","Rungs, 1949","Svensson's Copper Underwing","NHMSYS0000517008","NHMSYS0000517008","NBNORG0000059455"
"Noctuidae","Amphipyra effusa","Boisduval, 1828","Landguard Ochre","NHMSYS0021460068","NHMSYS0021460068","NBNORG0000133152"
"Noctuidae","Amphipyra pyramidea","(Linnaeus, 1758)","Copper Underwing","NBNSYS0000006392","NBNSYS0000006392","NBNORG0000009465"
"Noctuidae","Amphipyra tragopoginis","(Clerck, 1759)","Mouse Moth","NBNSYS0000006395","NBNSYS0000006395","NBNORG0000009467"
"Noctuidae","Anaplectoides prasina","([Denis & Schiffermüller], 1775)","Green Arches","NHMSYS0021144932","NHMSYS0021144932","NBNORG0000057442"
"Noctuidae","Anarta melanopa","(Thunberg, 1791)","Broad-bordered White Underwing","NBNSYS0000006235","NBNSYS0000006235","NBNORG0000009372"
"Noctuidae","Anarta myrtilli","(Linnaeus, 1761)","Beautiful Yellow Underwing","NBNSYS0000006233","NBNSYS0000006233","NBNORG0000009370"
"Noctuidae","Anarta trifolii","(Hufnagel, 1766)","Nutmeg","NHMSYS0021144804","NHMSYS0021144804","NBNORG0000009373"
"Noctuidae","Anchoscelis haematidea","(Duponchel, 1827)","Southern Chestnut","NHMSYS0021566578","NHMSYS0021566578","NBNORG0000057408"
"Noctuidae","Anchoscelis helvola","(Linnaeus, 1758)","Flounced Chestnut","NHMSYS0021566573","NHMSYS0021566573","NBNORG0000009445"
"Noctuidae","Anchoscelis litura","(Linnaeus, 1761)","Brown-spot Pinion","NHMSYS0021566568","NHMSYS0021566568","NBNORG0000009446"
"Noctuidae","Anchoscelis lunosa","(Haworth, 1809)","Lunar Underwing","NHMSYS0021566583","NHMSYS0021566583","NBNORG0000009448"
"Noctuidae","Anorthoa munda","([Denis & Schiffermüller], 1775)","Twin-spotted Quaker","NHMSYS0021144798","NHMSYS0021144798","NBNORG0000058642"
"Noctuidae","Antitype chi","(Linnaeus, 1758)","Grey Chi","NBNSYS0000006347","NBNSYS0000006347","NBNORG0000009440"
"Noctuidae","Apamea anceps","([Denis & Schiffermüller], 1775)","Large Nutmeg","NHMSYS0021144667","NHMSYS0021144667","NBNORG0000057463"
"Noctuidae","Apamea crenata","(Hufnagel, 1766)","Clouded-bordered Brindle","NBNSYS0000006425","NBNSYS0000006425","NBNORG0000009488"
"Noctuidae","Apamea epomidion","(Haworth, 1809)","Clouded Brindle","NBNSYS0000006426","NBNSYS0000006426","NBNORG0000009489"
"Noctuidae","Apamea exulis","(Lefebvre, 1836)","Northern Arches or Exile","NHMSYS0021144677","NHMSYS0021144677","NBNORG0000117360"
"Noctuidae","Apamea furva","([Denis & Schiffermüller], 1775)","Confused","NHMSYS0000501109","NHMSYS0000501109","NBNORG0000057372"
"Noctuidae","Apamea infesta","(Ochsenheimer, 1816)",NULL,"NBNSYS0000141944","NBNSYS0000141944","NBNORG0000026716"
"Noctuidae","Apamea lateritia","(Hufnagel, 1766)","Scarce Brindle","NBNSYS0000006427","NBNSYS0000006427","NBNORG0000009490"
"Noctuidae","Apamea lithoxylaea","([Denis & Schiffermüller], 1775)","Light Arches","NHMSYS0021144674","NHMSYS0021144674","NBNORG0000057373"
"Noctuidae","Apamea monoglypha","(Hufnagel, 1766)","Dark Arches","NBNSYS0000006417","NBNSYS0000006417","NBNORG0000009484"
"Noctuidae","Apamea oblonga","(Haworth, 1809)","Crescent Striped","NBNSYS0000006424","NBNSYS0000006424","NBNORG0000009487"
"Noctuidae","Apamea remissa","(Hübner, [1809])","Dusky Brocade","NHMSYS0021144661","NHMSYS0021144661","NBNORG0000057374"
"Noctuidae","Apamea scolopacina","(Esper, 1788)","Slender Brindle","NBNSYS0000006433","NBNSYS0000006433","NBNORG0000009493"
"Noctuidae","Apamea sordens","(Hufnagel, 1766)","Rustic Shoulder-knot","NBNSYS0000027060","NBNSYS0000027060","NBNORG0000018509"
"Noctuidae","Apamea sublustris","(Esper, 1788)","Reddish Light Arches","NBNSYS0000006419","NBNSYS0000006419","NBNORG0000009485"
"Noctuidae","Apamea unanimis","(Hübner, [1813])","Small Clouded Brindle","NHMSYS0021144672","NHMSYS0021144672","NBNORG0000009492"
"Noctuidae","Aporophyla australis","(Boisduval, 1829)","Feathered Brindle","NHMSYS0000517198","NHMSYS0000517198","NBNORG0000059491"
"Noctuidae","Aporophyla lueneburgensis","(Freyer, 1848)","Northern Deep-brown Dart","NBNSYS0000005281","NBNSYS0000005281","NBNORG0000008878"
"Noctuidae","Aporophyla lutulenta","([Denis & Schiffermüller], 1775)","Deep-brown Dart","NHMSYS0021144770","NHMSYS0021144770","NBNORG0000057394"
"Noctuidae","Aporophyla nigra","(Haworth, 1809)","Black Rustic","NBNSYS0000006325","NBNSYS0000006325","NBNORG0000009426"
"Noctuidae","Apterogenum ypsillon","([Denis & Schiffermüller], 1775)","Dingy Shears","NHMSYS0021144756","NHMSYS0021144756","NBNORG0000058696"
"Noctuidae","Archanara dissoluta","(Treitschke, 1825)","Brown-veined Wainscot","NBNSYS0000006476","NBNSYS0000006476","NBNORG0000009522"
"Noctuidae","Archanara neurica","(Hübner, [1808])","White-mantled Wainscot","NHMSYS0021144637","NHMSYS0021144637","NBNORG0000057405"
"Noctuidae","Arenostola phragmitidis","(Hübner, [1803])","Fen Wainscot","NHMSYS0021144632","NHMSYS0021144632","NBNORG0000057501"
"Noctuidae","Asteroscopus sphinx","(Hufnagel, 1766)","Sprawler","NHMSYS0000501413","NHMSYS0000501413","NBNORG0000057544"
"Noctuidae","Atethmia centrago","(Haworth, 1809)","Centre-barred Sallow","NBNSYS0000006364","NBNSYS0000006364","NBNORG0000009447"
"Noctuidae","Athetis hospes","(Freyer, [1831])","Porter's Rustic","NHMSYS0021144590","NHMSYS0021144590","NBNORG0000043032"
"Noctuidae","Athetis pallustris","(Hübner, [1808])","Marsh Moth","NHMSYS0021144588","NHMSYS0021144588","NBNORG0000057547"
"Noctuidae","Autographa bimaculata","(Stephens, 1830)","Double-spotted Spangle","NBNSYS0000006551","NBNSYS0000006551","NBNORG0000009562"
"Noctuidae","Autographa bractea","([Denis & Schiffermüller], 1775)","Gold Spangle","NHMSYS0021144477","NHMSYS0021144477","NBNORG0000057552"
"Noctuidae","Autographa gamma","(Linnaeus, 1758)","Silver Y","NBNSYS0000006546","NBNSYS0000006546","NBNORG0000009559"
"Noctuidae","Autographa jota","(Linnaeus, 1758)","Plain Golden Y","NBNSYS0000006548","NBNSYS0000006548","NBNORG0000009561"
"Noctuidae","Autographa pulchrina","(Haworth, 1809)","Beautiful Golden Y","NBNSYS0000006547","NBNSYS0000006547","NBNORG0000009560"
"Noctuidae","Axylia putris","(Linnaeus, 1761)","Flame","NBNSYS0000006184","NBNSYS0000006184","NBNORG0000009343"
"Noctuidae","Brachionycha nubeculosa","(Esper, 1785)","Rannoch Sprawler","NBNSYS0000006321","NBNSYS0000006321","NBNORG0000009423"
"Noctuidae","Brachylomia viminalis","(Fabricius, [1777])","Minor Shoulder-knot","NHMSYS0021144752","NHMSYS0021144752","NBNORG0000009422"
"Noctuidae","Brithys crini","(Fabricius, 1775)","Kew Arches","NBNSYS0000006273","NBNSYS0000006273","NBNORG0000009399"
"Noctuidae","Bryophila domestica","(Hufnagel, 1766)","Marbled Beauty","NHMSYS0021126913","NHMSYS0021126913","NBNORG0000009462"
