"family_taxon","taxon","preferred_authority","common_name","name_tvk","rtvk","organism_key"
"Noctuidae","Mythimna litoralis","(Curtis, 1827)","Shore Wainscot","NBNSYS0000006294","NBNSYS0000006294","NBNORG0000009410"
"Noctuidae","Mythimna pallens","(Linnaeus, 1758)","Common Wainscot","NBNSYS0000006292","NBNSYS0000006292","NBNORG0000009408"
"Noctuidae","Mythimna pudorina","([Denis & Schiffermüller], 1775)","Striped Wainscot","NHMSYS0021144859","NHMSYS0021144859","NBNORG0000058541"
"Noctuidae","Mythimna straminea","(Treitschke, 1825)","Southern Wainscot","NBNSYS0000006290","NBNSYS0000006290","NBNORG0000009407"
"Noctuidae","Mythimna turca","(Linnaeus, 1761)","Double-line","NBNSYS0000006284","NBNSYS0000006284","NBNORG0000009405"
"Noctuidae","Mythimna unipuncta","(Haworth, 1809)","American Wainscot","NBNSYS0000006296","NBNSYS0000006296","NBNORG0000009412"
"Noctuidae","Mythimna vitellina","(Hübner, [1808])","Delicate","NHMSYS0021144863","NHMSYS0021144863","NBNORG0000058543"
"Noctuidae","Naenia typica","(Linnaeus, 1758)","Gothic","NBNSYS0000006227","NBNSYS0000006227","NBNORG0000009368"
"Noctuidae","Noctua comes","Hübner, [1813]","Lesser Yellow Underwing","NHMSYS0021144922","NHMSYS0021144922","NBNORG0000058574"
"Noctuidae","Noctua fimbriata","(Schreber, 1759)","Broad-bordered Yellow Underwing","NBNSYS0000006196","NBNSYS0000006196","NBNORG0000009352"
"Noctuidae","Noctua interjecta","Hübner, 1803","Least Yellow Underwing","NHMSYS0000521898","NHMSYS0000521898","NBNORG0000060196"
"Noctuidae","Noctua janthe","(Borkhausen, 1792)","Lesser Broad-bordered Yellow Underwing","NHMSYS0000503389","NHMSYS0000503389","NBNORG0000058577"
"Noctuidae","Noctua janthina","[Denis & Schiffermüller], 1775","Langmaid's Yellow Underwing","NHMSYS0021144926","NHMSYS0021144926","NBNORG0000089731"
"Noctuidae","Noctua orbona","(Hufnagel, 1766)","Lunar Yellow Underwing","NBNSYS0000006194","NBNSYS0000006194","NBNORG0000009351"
"Noctuidae","Noctua pronuba","(Linnaeus, 1758)","Large Yellow Underwing","NBNSYS0000006193","NBNSYS0000006193","NBNORG0000009350"
"Noctuidae","Nonagria typhae","(Thunberg, 1784)","Bulrush Wainscot","NBNSYS0000006474","NBNSYS0000006474","NBNORG0000009520"
"Noctuidae","Ochropleura leucogaster","(Freyer, [1831])","Radford's Flame Shoulder","NHMSYS0021144905","NHMSYS0021144905","NBNORG0000008872"
"Noctuidae","Ochropleura plecta","(Linnaeus, 1761)","Flame Shoulder","NBNSYS0000006188","NBNSYS0000006188","NBNORG0000009346"
"Noctuidae","Oligia fasciuncula","(Haworth, 1809)","Middle-barred Minor","NBNSYS0000006438","NBNSYS0000006438","NBNORG0000009497"
"Noctuidae","Oligia latruncula","([Denis & Schiffermüller], 1775)","Tawny Marbled Minor","NHMSYS0021144690","NHMSYS0021144690","NBNORG0000058625"
"Noctuidae","Oligia strigilis","(Linnaeus, 1758)","Marbled Minor","NBNSYS0000006435","NBNSYS0000006435","NBNORG0000009495"
"Noctuidae","Oligia versicolor","(Borkhausen, 1792)","Rufous Minor","NBNSYS0000006436","NBNSYS0000006436","NBNORG0000009496"
"Noctuidae","Oria musculosa","(Hübner, [1808])","Brighton Wainscot","NHMSYS0021144639","NHMSYS0021144639","NBNORG0000058636"
"Noctuidae","Orodesma apicina","Herrich-Schäffer, 1868",NULL,"NHMSYS0000503509","NHMSYS0000503509","NBNORG0000058637"
"Noctuidae","Orthosia cerasi","(Fabricius, 1775)","Common Quaker","NBNSYS0000006280","NBNSYS0000006280","NBNORG0000009402"
"Noctuidae","Orthosia cruda","([Denis & Schiffermüller], 1775)","Small Quaker","NHMSYS0021144790","NHMSYS0021144790","NBNORG0000058639"
"Noctuidae","Orthosia gothica","(Linnaeus, 1758)","Hebrew Character","NBNSYS0000006283","NBNSYS0000006283","NBNORG0000009404"
"Noctuidae","Orthosia gracilis","([Denis & Schiffermüller], 1775)","Powdered Quaker","NHMSYS0021144793","NHMSYS0021144793","NBNORG0000058640"
"Noctuidae","Orthosia incerta","(Hufnagel, 1766)","Clouded Drab","NBNSYS0000006281","NBNSYS0000006281","NBNORG0000009403"
"Noctuidae","Orthosia miniosa","([Denis & Schiffermüller], 1775)","Blossom Underwing","NHMSYS0021144788","NHMSYS0021144788","NBNORG0000058641"
"Noctuidae","Orthosia opima","(Hübner, [1809])","Northern Drab","NHMSYS0021144794","NHMSYS0021144794","NBNORG0000058643"
"Noctuidae","Orthosia populeti","(Fabricius, 1781)","Lead-coloured Drab","NBNSYS0000006278","NBNSYS0000006278","NBNORG0000009401"
"Noctuidae","Pabulatrix pabulatricula","(Brahm, 1791)","Union Rustic","NHMSYS0021144660","NHMSYS0021144660","NBNORG0000041924"
"Noctuidae","Pachetra sagittigera","(Hufnagel, 1766)","Feathered Ear","NHMSYS0000522187","NHMSYS0000522187","NBNORG0000060253"
"Noctuidae","Panemeria tenebrata","(Scopoli, 1763)","Small Yellow Underwing","NBNSYS0000006503","NBNSYS0000006503","NBNORG0000009535"
"Noctuidae","Panolis flammea","([Denis & Schiffermüller], 1775)","Pine Beauty","NHMSYS0021144783","NHMSYS0021144783","NBNORG0000058677"
"Noctuidae","Papestra biren","(Goeze, 1781)","Glaucous Shears","NBNSYS0000006253","NBNSYS0000006253","NBNORG0000009385"
"Noctuidae","Parastichtis suspecta","(Hübner, [1817])","Suspected","NHMSYS0021144754","NHMSYS0021144754","NBNORG0000058695"
"Noctuidae","Pardasena virgulana","(Mabille, 1880)","Grey Square","NHMSYS0000503628","NHMSYS0000503628","NBNORG0000058698"
"Noctuidae","Peridroma saucia","(Hübner, [1808])","Pearly Underwing","NHMSYS0021144878","NHMSYS0021144878","NBNORG0000058727"
"Noctuidae","Perigea capensis","(Guenée, 1852)","African","NHMSYS0000503686","NHMSYS0000503686","NBNORG0000058728"
"Noctuidae","Periphanes delphinii","(Linnaeus, 1758)","Pease Blossom","NBNSYS0000006504","NBNSYS0000006504","NBNORG0000009536"
"Noctuidae","Phlogophora meticulosa","(Linnaeus, 1758)","Angle Shades","NBNSYS0000006402","NBNSYS0000006402","NBNORG0000009474"
"Noctuidae","Photedes captiuncula","(Treitschke, 1825)","Least Minor","NBNSYS0000006444","NBNSYS0000006444","NBNORG0000009502"
"Noctuidae","Photedes extrema","(Hübner, [1809])","Concolorous","NHMSYS0021144651","NHMSYS0021144651","NBNORG0000041518"
"Noctuidae","Photedes fluxa","(Hübner, [1809])","Mere Wainscot","NHMSYS0021144643","NHMSYS0021144643","NBNORG0000041519"
"Noctuidae","Photedes minima","(Haworth, 1809)","Small Dotted Buff","NBNSYS0000006445","NBNSYS0000006445","NBNORG0000009503"
"Noctuidae","Photedes morrisii","(Dale, 1837)",NULL,"NBNSYS0000100174","NBNSYS0000100174","NBNORG0000041520"
"Noctuidae","Plathypena scabra","(Fabricius, 1798)","Black Snout","NBNSYS0000006585","NBNSYS0000006585","NBNORG0000009580"
"Noctuidae","Plusia festucae","(Linnaeus, 1758)","Gold Spot","NBNSYS0000006544","NBNSYS0000006544","NBNORG0000009558"
"Noctuidae","Plusia putnami","(Grote, 1873)","Lempke's Gold Spot","NHMSYS0000522622","NHMSYS0000522622","NBNORG0000060339"
"Noctuidae","Polia bombycina","(Hufnagel, 1766)","Pale Shining Brown","NBNSYS0000006239","NBNSYS0000006239","NBNORG0000009375"
"Noctuidae","Polia hepatica","(Clerck, 1759)","Silvery Arches","NBNSYS0000154404","NBNSYS0000154404","NBNORG0000009376"
"Noctuidae","Polia nebulosa","(Hufnagel, 1766)","Grey Arches","NBNSYS0000006241","NBNSYS0000006241","NBNORG0000009377"
"Noctuidae","Polychrysia moneta","(Fabricius, 1787)","Golden Plusia","NBNSYS0000006542","NBNSYS0000006542","NBNORG0000009557"
"Noctuidae","Polymixis flavicincta","([Denis & Schiffermüller], 1775)","Large Ranunculus","NHMSYS0021144778","NHMSYS0021144778","NBNORG0000058843"
"Noctuidae","Polymixis lichenea","(Hübner, [1813])","Feathered Ranunculus","NHMSYS0000520013","NHMSYS0000520013","NBNORG0000059822"
"Noctuidae","Polymixis xanthomista","(Hübner, [1813])","Black-banded","NHMSYS0000520008","NHMSYS0000520008","NBNORG0000059821"
"Noctuidae","Polyphaenis sericata","(Esper, 1787)","Guernsey Underwing","NBNSYS0000005290","NBNSYS0000005290","NBNORG0000008882"
"Noctuidae","Protarchanara brevilinea","(Fenn, 1864)","Fenn's Wainscot","NHMSYS0021144654","NHMSYS0021144654","NBNORG0000041516"
"Noctuidae","Protodeltote pygarga","(Hufnagel, 1766)","Marbled White Spot","NBNSYS0100004889","NBNSYS0100004889","NBNORG0000043029"
"Noctuidae","Protolampra sobrina","(Duponchel, [1843])","Cousin German","NHMSYS0021144951","NHMSYS0021144951","NBNORG0000058853"
"Noctuidae","Protoschinia scutosa","([Denis & Schiffermüller], 1775)","Spotted Clover","NHMSYS0021144534","NHMSYS0021144534","NBNORG0000058928"
"Noctuidae","Pseudenargia ulicis","(Staudinger, 1859)","Berber","NBNSYS0000006403","NBNSYS0000006403","NBNORG0000009475"
"Noctuidae","Pseudeustrotia candidula","([Denis & Schiffermüller], 1775)","Shining Marbled","NHMSYS0020758202","NHMSYS0020758202","NBNORG0000104238"
"Noctuidae","Pseudoplusia includens","(Walker, 1858)","Soybean Looper","NBNSYS0000005300","NBNSYS0000005300","NBNORG0000008888"
"Noctuidae","Pyrrhia umbra","(Hufnagel, 1766)","Bordered Sallow","NBNSYS0000006505","NBNSYS0000006505","NBNORG0000009537"
"Noctuidae","Raphia frater","Grote, 1864","Brother","NBNSYS0000006532","NBNSYS0000006532","NBNORG0000009550"
"Noctuidae","Rhizedra lutosa","(Hübner, [1803])","Large Wainscot","NHMSYS0021144629","NHMSYS0021144629","NBNORG0000058908"
"Noctuidae","Rhyacia lucipeta","([Denis & Schiffermüller], 1775)","Southern Rustic","NHMSYS0021144919","NHMSYS0021144919","NBNORG0000058912"
"Noctuidae","Rhyacia simulans","(Hufnagel, 1766)","Dotted Rustic","NBNSYS0000006191","NBNSYS0000006191","NBNORG0000009349"
"Noctuidae","Rusina ferruginea","(Esper, 1785)","Brown Rustic","NBNSYS0000006398","NBNSYS0000006398","NBNORG0000009470"
"Noctuidae","Schinia rivulosa","(Guenée, 1852)","Scarce Meal-moth","NHMSYS0000504100","NHMSYS0000504100","NBNORG0000058927"
"Noctuidae","Scotochrosta pulla","(Denis & Schiffermüller, 1775)","Ash Shoulder-knot","NHMSYS0000504131","NHMSYS0000504131","NBNORG0000058947"
"Noctuidae","Sedina buettneri","(Hering, 1858)","Blair's Wainscot","NBNSYS0000006481","NBNSYS0000006481","NBNORG0000009525"
"Noctuidae","Senta flammea","(Curtis, 1828)","Flame Wainscot","NBNSYS0000006302","NBNSYS0000006302","NBNORG0000042590"
"Noctuidae","Sesamia nonagrioides","(Lefebvre, 1827)","Maize Wainscot","NHMSYS0021144692","NHMSYS0021144692","NBNORG0000108160"
"Noctuidae","Shargacucullia caninae","(Rambur, 1833)",NULL,"NBNSYS0100005503","NBNSYS0100005503","NBNORG0000043278"
"Noctuidae","Shargacucullia prenanthis","(Boisduval, 1840)","False Water Betony","NBNSYS0100005505","NBNSYS0100005505","NBNORG0000043280"
"Noctuidae","Sideridis reticulata","(Goeze, 1781)","Bordered Gothic","NHMSYS0021167201","NHMSYS0021167201","NBNORG0000122554"
"Noctuidae","Sideridis rivularis","(Fabricius, 1775)","Campion","NHMSYS0021144830","NHMSYS0021144830","NBNORG0000009387"
"Noctuidae","Sideridis turbida","(Esper, 1790)","White Colon","NHMSYS0021144827","NHMSYS0021144827","NBNORG0000058995"
"Noctuidae","Simyra albovenosa","(Goeze, 1781)","Reed Dagger","NBNSYS0000006385","NBNSYS0000006385","NBNORG0000009460"
"Noctuidae","Spaelotis ravida","([Denis & Schiffermüller], 1775)","Stout Dart","NHMSYS0021144929","NHMSYS0021144929","NBNORG0000059005"
"Noctuidae","Spodoptera cilium","Guenée, 1852","Dark Mottled Willow","NHMSYS0021144566","NHMSYS0021144566","NBNORG0000059013"
"Noctuidae","Spodoptera eridania","(Stoll, 1780)","Southern Armyworm","NBNSYS0000005295","NBNSYS0000005295","NBNORG0000008885"
"Noctuidae","Spodoptera exigua","(Hübner, [1808])","Small Mottled Willow","NHMSYS0021144565","NHMSYS0021144565","NBNORG0000059014"
"Noctuidae","Spodoptera littoralis","(Boisduval, 1833)","Mediterranean Brocade","NBNSYS0000006491","NBNSYS0000006491","NBNORG0000009530"
"Noctuidae","Spodoptera litura","(Fabricius, 1775)","Asian Cotton Leafworm","NBNSYS0000005294","NBNSYS0000005294","NBNORG0000008884"
"Noctuidae","Standfussiana lucernea","(Linnaeus, 1758)","Northern Rustic","NBNSYS0000006190","NBNSYS0000006190","NBNORG0000009348"
"Noctuidae","Stilbia anomala","(Haworth, 1812)","Anomalous","NBNSYS0000006500","NBNSYS0000006500","NBNORG0000009533"
"Noctuidae","Subacronicta megacephala","([Denis & Schiffermüller], 1775)","Poplar Grey","NHMSYS0021144513","NHMSYS0021144513","NBNORG0000057283"
"Noctuidae","Sunira circellaris","(Hufnagel, 1766)","Brick","NHMSYS0021566608","NHMSYS0021566608","NBNORG0000009443"
"Noctuidae","Synedoida grandirena","(Haworth, 1809)","Great Kidney","NBNSYS0000006572","NBNSYS0000006572","NBNORG0000009572"
"Noctuidae","Syngrapha interrogationis","(Linnaeus, 1758)","Scarce Silver Y","NBNSYS0000006552","NBNSYS0000006552","NBNORG0000009563"
"Noctuidae","Synthymia fixa","(Fabricius, 1787)","Goldwing","NBNSYS0000006501","NBNSYS0000006501","NBNORG0000009534"
"Noctuidae","Thalpophila matura","(Hufnagel, 1766)","Straw Underwing","NBNSYS0000006399","NBNSYS0000006399","NBNORG0000009471"
"Noctuidae","Tholera cespitis","([Denis & Schiffermüller], 1775)","Hedge Rustic","NHMSYS0021144801","NHMSYS0021144801","NBNORG0000059137"
"Noctuidae","Tholera decimalis","(Poda, 1761)","Feathered Gothic","NBNSYS0000006271","NBNSYS0000006271","NBNORG0000009398"
"Noctuidae","Thysanoplusia daubei","(Boisduval, 1840)","Boathouse Gem","NHMSYS0021158212","NHMSYS0021158212","NBNORG0000117490"
"Noctuidae","Thysanoplusia orichalcea","(Fabricius, 1775)","Slender Burnished Brass","MM0001Z100B1FMS1","MM0001Z100B1FMS1","NBNORG0000006852"
"Noctuidae","Tiliacea aurago","([Denis & Schiffermüller], 1775)","Barred Sallow","NHMSYS0021144699","NHMSYS0021144699","NBNORG0000059195"
"Noctuidae","Tiliacea citrago","(Linnaeus, 1758)","Orange Sallow","NHMSYS0021144698","NHMSYS0021144698","NBNORG0000009449"
"Noctuidae","Trachea atriplicis","(Linnaeus, 1758)","Orache Moth","NBNSYS0000006400","NBNSYS0000006400","NBNORG0000009472"
"Noctuidae","Trichoplusia ni","(Hübner, [1803])","Ni Moth","NHMSYS0021144463","NHMSYS0021144463","NBNORG0000059173"
"Noctuidae","Trigonophora flammea","(Esper, 1785)","Flame Brocade","NBNSYS0000006344","NBNSYS0000006344","NBNORG0000009438"
"Noctuidae","Tyta luctuosa","([Denis & Schiffermüller], 1775)","Four-spotted","NHMSYS0021144495","NHMSYS0021144495","NBNORG0000059180"
"Noctuidae","Valeria oleagina","(Denis & Schiffermüller, 1775)","Green-brindled Dot","NHMSYS0000504622","NHMSYS0000504622","NBNORG0000059190"
"Noctuidae","Vittaplusia vittata","(Wallengren, 1856)","Streaked Plusia","NHMSYS0021144467","NHMSYS0021144467","NBNORG0000059174"
"Noctuidae","Xanthia togata","(Esper, 1788)","Pink-barred Sallow","NBNSYS0000006368","NBNSYS0000006368","NBNORG0000009450"
"Noctuidae","Xanthopastis timais","(Cramer, 1780)",NULL,"NBNSYS0000005280","NBNSYS0000005280","NBNORG0000008877"
"Noctuidae","Xestia agathina","(Duponchel, 1827)","Heath Rustic","NBNSYS0000006226","NBNSYS0000006226","NBNORG0000009367"
"Noctuidae","Xestia alpicola","(Zetterstedt, 1839)","Northern Dart","NHMSYS0000523349","NHMSYS0000523349","NBNORG0000060417"
"Noctuidae","Xestia ashworthii","(Doubleday, 1855)","Ashworth's Rustic","NBNSYS0000006220","NBNSYS0000006220","NBNORG0000009364"
"Noctuidae","Xestia baja","([Denis & Schiffermüller], 1775)","Dotted Clay","NHMSYS0021144934","NHMSYS0021144934","NBNORG0000059204"
"Noctuidae","Xestia c-nigrum","(Linnaeus, 1758)","Setaceous Hebrew Character","NBNSYS0000006217","NBNSYS0000006217","NBNORG0000009362"
"Noctuidae","Xestia castanea","(Esper, 1798)","Neglected Rustic","NHMSYS0000504669","NHMSYS0000504669","NBNORG0000059205"
"Noctuidae","Xestia ditrapezium","([Denis & Schiffermüller], 1775)","Triple-spotted Clay","NHMSYS0021144942","NHMSYS0021144942","NBNORG0000059206"
"Noctuidae","Xestia sexstrigata","(Haworth, 1809)","Six-striped Rustic","NBNSYS0000006224","NBNSYS0000006224","NBNORG0000009366"
"Noctuidae","Xestia stigmatica","(Hübner, [1813])","Square-spotted Clay","NHMSYS0021144935","NHMSYS0021144935","NBNORG0000009365"
"Noctuidae","Xestia triangulum","(Hufnagel, 1766)","Double Square-spot","NBNSYS0000006219","NBNSYS0000006219","NBNORG0000009363"
"Noctuidae","Xestia xanthographa","([Denis & Schiffermüller], 1775)","Square-spot Rustic","NHMSYS0021144939","NHMSYS0021144939","NBNORG0000059207"
"Noctuidae","Xylena exsoleta","(Linnaeus, 1758)","Sword-grass","NBNSYS0000006335","NBNSYS0000006335","NBNORG0000009433"
"Noctuidae","Xylena solidaginis","(Hübner, [1803])","Golden-rod Brindle","NHMSYS0021144740","NHMSYS0021144740","NBNORG0000058417"
"Noctuidae","Xylena vetusta","(Hübner, [1813])","Red Sword-grass","NHMSYS0021144742","NHMSYS0021144742","NBNORG0000059208"
"Noctuidae","Xylocampa areola","(Esper, 1789)","Early Grey","NBNSYS0000006336","NBNSYS0000006336","NBNORG0000009434"
"Nolidae","Bena bicolorana","(Fuessly, 1775)","Scarce Silver-lines","NHMSYS0000501469","NHMSYS0000501469","NBNORG0000057568"
"Nolidae","Earias biplaga","(Walker, 1866)","Spiny Bollworm","NHMSYS0000502253","NHMSYS0000502253","NBNORG0000057974"
"Nolidae","Earias clorana","(Linnaeus, 1761)","Cream-bordered Green Pea","NBNSYS0000006524","NBNSYS0000006524","NBNORG0000009547"
"Nolidae","Earias insulana","(Boisduval, 1833)","Egyptian Bollworm","NBNSYS0000006526","NBNSYS0000006526","NBNORG0000009548"
"Nolidae","Earias vittella","(Fabricius, 1794)",NULL,"NBNSYS0000005299","NBNSYS0000005299","NBNORG0000008887"
"Nolidae","Meganola albula","([Denis & Schiffermüller], 1775)","Kent Black Arches","NHMSYS0021144954","NHMSYS0021144954","NBNORG0000058466"
"Nolidae","Meganola strigula","([Denis & Schiffermüller], 1775)","Small Black Arches","NHMSYS0021144953","NHMSYS0021144953","NBNORG0000058467"
"Nolidae","Nola aerugula","(Hübner, 1793)","Scarce Black Arches","NHMSYS0000503394","NHMSYS0000503394","NBNORG0000058580"
"Nolidae","Nola chlamitulalis","(Hübner, [1813])","Jersey Black Arches","NHMSYS0021144960","NHMSYS0021144960","NBNORG0000008869"
"Nolidae","Nola confusalis","(Herrich-Schäffer, 1847)","Least Black Arches","NHMSYS0000503395","NHMSYS0000503395","NBNORG0000058581"
"Nolidae","Nola cucullatella","(Linnaeus, 1758)","Short-cloaked Moth","NBNSYS0000006163","NBNSYS0000006163","NBNORG0000009331"
"Nolidae","Nycteola asiatica","(Krulikovsky, 1904)","Eastern Nycteoline","NHMSYS0001703674","NHMSYS0001703674","NBNORG0000086956"
"Nolidae","Nycteola degenerana","(Hübner, 1799)","Sallow Nycteoline","NHMSYS0000503419","NHMSYS0000503419","NBNORG0000058593"
"Nolidae","Nycteola revayana","(Scopoli, 1772)","Oak Nycteoline","NBNSYS0000011345","NBNSYS0000011345","NBNORG0000011643"
"Nolidae","Nycteola siculana","(Fuchs, 1899)","Banded Nycteoline","NHMSYS0021297314","NHMSYS0021297314","NBNORG0000132276"
"Nolidae","Pseudoips prasinana","(Linnaeus, 1758)","Green Silver-lines","NHMSYS0000517403","NHMSYS0000517403","NBNORG0000059532"
"Notodontidae","Cerura erminea","(Esper, 1783)","Feline","NHMSYS0020500506","NHMSYS0020500506","NBNORG0000097389"
"Notodontidae","Cerura vinula","(Linnaeus, 1758)","Puss Moth","NBNSYS0000006081","NBNSYS0000006081","NBNORG0000009275"
"Notodontidae","Clostera anachoreta","([Denis & Schiffermüller], 1775)","Scarce Chocolate-tip","NHMSYS0021144362","NHMSYS0021144362","NBNORG0000057486"
"Notodontidae","Clostera curtula","(Linnaeus, 1758)","Chocolate-tip","NBNSYS0000006105","NBNSYS0000006105","NBNORG0000009289"
"Notodontidae","Clostera pigra","(Hufnagel, 1766)","Small Chocolate-tip","NBNSYS0000006103","NBNSYS0000006103","NBNORG0000009288"
"Notodontidae","Drymonia dodonaea","([Denis & Schiffermüller], 1775)","Marbled Brown","NHMSYS0021144344","NHMSYS0021144344","NBNORG0000057965"
"Notodontidae","Drymonia ruficornis","(Hufnagel, 1766)","Lunar Marbled Brown","NHMSYS0000502225","NHMSYS0000502225","NBNORG0000057966"
"Notodontidae","Furcula bicuspis","(Borkhausen, 1790)","Alder Kitten","NBNSYS0000006082","NBNSYS0000006082","NBNORG0000009276"
"Notodontidae","Furcula bifida","(Brahm, 1787)","Poplar Kitten","NBNSYS0000006084","NBNSYS0000006084","NBNORG0000009278"
"Notodontidae","Furcula furcula","(Clerck, 1759)","Sallow Kitten","NBNSYS0000006083","NBNSYS0000006083","NBNORG0000009277"
"Notodontidae","Gluphisia crenata","(Esper, 1785)","Dusky Marbled Brown","NBNSYS0000006102","NBNSYS0000006102","NBNORG0000009287"
"Notodontidae","Harpyia milhauseri","(Fabricius, 1775)","Tawny Prominent","NBNSYS0000006090","NBNSYS0000006090","NBNORG0000009280"
"Notodontidae","Leucodonta bicoloria","([Denis & Schiffermüller], 1775)","White Prominent","NHMSYS0021144353","NHMSYS0021144353","NBNORG0000058406"
"Notodontidae","Notodonta dromedarius","(Linnaeus, 1767)","Iron Prominent","NHMSYS0000503407","NHMSYS0000503407","NBNORG0000058587"
"Notodontidae","Notodonta torva","(Hübner, [1803])","Large Dark Prominent","NHMSYS0021144347","NHMSYS0021144347","NBNORG0000058588"
"Notodontidae","Notodonta tritophus","([Denis & Schiffermüller], 1775)","Three-humped Prominent","NBNSYS0100004290","NBNSYS0100004290","NBNORG0000058589"
"Notodontidae","Notodonta ziczac","(Linnaeus, 1758)","Pebble Prominent","NHMSYS0000503410","NHMSYS0000503410","NBNORG0000058590"
"Notodontidae","Odontosia carmelita","(Esper, [1798])","Scarce Prominent","NHMSYS0021144357","NHMSYS0021144357","NBNORG0000009285"
"Notodontidae","Peridea anceps","(Goeze, 1781)","Great Prominent","NBNSYS0000006091","NBNSYS0000006091","NBNORG0000009281"
"Notodontidae","Phalera bucephala","(Linnaeus, 1758)","Buff-tip","NBNSYS0000006080","NBNSYS0000006080","NBNORG0000009274"
"Notodontidae","Pheosia gnoma","(Fabricius, [1777])","Lesser Swallow Prominent","NHMSYS0021144351","NHMSYS0021144351","NBNORG0000009282"
"Notodontidae","Pheosia tremula","(Clerck, 1759)","Swallow Prominent","NBNSYS0000006093","NBNSYS0000006093","NBNORG0000009283"
"Notodontidae","Pterostoma palpina","(Clerck, 1759)","Pale Prominent","NBNSYS0000006097","NBNSYS0000006097","NBNORG0000009286"
"Notodontidae","Ptilodon capucina","(Linnaeus, 1758)","Coxcomb Prominent","NBNSYS0000006094","NBNSYS0000006094","NBNORG0000009284"
"Notodontidae","Ptilodon cucullina","([Denis & Schiffermüller], 1775)","Maple Prominent","NHMSYS0021144355","NHMSYS0021144355","NBNORG0000058879"
"Notodontidae","Ptilophora plumigera","([Denis & Schiffermüller], 1775)","Plumed Prominent","NHMSYS0021144358","NHMSYS0021144358","NBNORG0000058880"
"Notodontidae","Stauropus fagi","(Linnaeus, 1758)","Lobster Moth","NBNSYS0000006085","NBNSYS0000006085","NBNORG0000009279"
"Notodontidae","Thaumetopoea pityocampa","([Denis & Schiffermüller], 1775)","Pine Processionary","NHMSYS0021144336","NHMSYS0021144336","NBNORG0000059126"
"Notodontidae","Thaumetopoea processionea","(Linnaeus, 1758)","Oak Processionary","NBNSYS0000006108","NBNSYS0000006108","NBNORG0000009291"
"Notodontidae","Trichiocercus sparshalli","(Curtis, 1830)","Local Long-tailed Satin","NHMSYS0000504572","NHMSYS0000504572","NBNORG0000059170"
"Saturniidae","Saturnia pavonia","(Linnaeus, 1758)","Emperor Moth","NBNSYS0000156325","NBNSYS0000156325","NBNORG0000027071"
"Saturniidae","Saturnia pyri","(Denis & Schiffermüller, 1775)","Great Peacock Moth","NHMSYS0000504081","NHMSYS0000504081","NBNORG0000058921"
"Sesiidae","Bembecia ichneumoniformis","([Denis & Schiffermüller], 1775)","Six-belted Clearwing","NBNSYS0100001926","NBNSYS0100001926","NBNORG0000057567"
"Sesiidae","Paranthrene tabaniformis","(Rottemburg, 1775)","Dusky Clearwing","NBNSYS0000005687","NBNSYS0000005687","NBNORG0000009028"
"Sesiidae","Pennisetia hylaeiformis","(Laspeyres, 1801)","Raspberry Clearwing","NHMSYS0020695694","NHMSYS0020695694","NBNORG0000099354"
"Sesiidae","Pyropteron chrysidiformis","(Esper, 1782)","Fiery Clearwing","NHMSYS0000504018","NHMSYS0000504018","NBNORG0000058902"
"Sesiidae","Pyropteron muscaeformis","(Esper, 1783)","Thrift Clearwing","NHMSYS0021143410","NHMSYS0021143410","NBNORG0000043378"
"Sesiidae","Sesia apiformis","(Clerck, 1759)","Hornet Moth","NBNSYS0000005685","NBNSYS0000005685","NBNORG0000009027"
"Sesiidae","Sesia bembeciformis","(Hübner, [1806])","Lunar Hornet Moth","NHMSYS0021143404","NHMSYS0021143404","NBNORG0000058989"
"Sesiidae","Synanthedon andrenaeformis","(Laspeyres, 1801)","Orange-tailed Clearwing","NBNSYS0000005693","NBNSYS0000005693","NBNORG0000009033"
"Sesiidae","Synanthedon culiciformis","(Linnaeus, 1758)","Large Red-belted Clearwing","NBNSYS0000005696","NBNSYS0000005696","NBNORG0000009036"
"Sesiidae","Synanthedon flaviventris","(Staudinger, 1883)","Sallow Clearwing","NBNSYS0000005692","NBNSYS0000005692","NBNORG0000009032"
"Sesiidae","Synanthedon formicaeformis","(Esper, 1782)","Red-tipped Clearwing","NHMSYS0021143407","NHMSYS0021143407","NBNORG0000009035"
"Sesiidae","Synanthedon myopaeformis","(Borkhausen, 1789)","Red-belted Clearwing","NBNSYS0000005694","NBNSYS0000005694","NBNORG0000009034"
"Sesiidae","Synanthedon scoliaeformis","(Borkhausen, 1789)","Welsh Clearwing","NBNSYS0000005691","NBNSYS0000005691","NBNORG0000009031"
"Sesiidae","Synanthedon spheciformis","([Denis & Schiffermüller], 1775)","White-barred Clearwing","NHMSYS0021143406","NHMSYS0021143406","NBNORG0000059096"
"Sesiidae","Synanthedon tipuliformis","(Clerck, 1759)","Currant Clearwing","NBNSYS0000005688","NBNSYS0000005688","NBNORG0000009029"
"Sesiidae","Synanthedon vespiformis","(Linnaeus, 1761)","Yellow-legged Clearwing","NBNSYS0000005689","NBNSYS0000005689","NBNORG0000009030"
"Sphingidae","Acherontia atropos","(Linnaeus, 1758)","Death's-head Hawk-moth","NBNSYS0000006064","NBNSYS0000006064","NBNORG0000009260"
"Sphingidae","Agrius cingulata","(Fabricius, 1775)","Pink-spotted Hawk-moth","NBNSYS0000005251","NBNSYS0000005251","NBNORG0000008857"
