Phylum,Class,Order,Family,Subfamily,Scientific Name,Common Name,Authority
Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Lasiocampinae,Euthrix laeta,,
Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Lasiocampinae,Kunugia divaricata,,
Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Lasiocampinae,Kunugia drakei,,
Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Lasiocampinae,Kunugia gynandra,,
Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Lasiocampinae,Kunugia latipennis,,
Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Lasiocampinae,Lajonquierea poeciloptera,,
Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Lasiocampinae,Lebeda cognata,,
Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Lasiocampinae,Lebeda nobilis,,
Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Lasiocampinae,Metanastria gemella,,
Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Lasiocampinae,Metanastria hyrtaca,Hairy Caterpillar,
Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Lasiocampinae,Metanastria mantra,,
Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Lasiocampinae,Odonestis angulata,,
Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Lasiocampinae,Odonestis erectilinea,,
Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Lasiocampinae,Paralebeda lucifuga,,
Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Lasiocampinae,Suana riemsdyki,,"Heylaerts,1889"
Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Lasiocampinae,Trabala krishna,,
Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Lasiocampinae,Trabala pallida,,
Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Lasiocampinae,Trabala shiva,,
Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Lasiocampinae,Trabala vishnou,Rosemyrtle lappet moth,"Lefèbvre, 1827"
Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Pinarinae,Odonestis vita,,"Moore, 1859"
Arthropoda,Insecta,Lepidoptera,Lasiocampidae,,Streblote dorsalis,,
Arthropoda,Insecta,Lepidoptera,Lasiocampidae,,Streblote stupidum,,
Arthropoda,Insecta,Lepidoptera,Lecithoceridae,Lecithocerinae,Lecithocera biferrinella,,
Arthropoda,Insecta,Lepidoptera,Lecithoceridae,Lecithocerinae,Lecithocera concinna,,
Arthropoda,Insecta,Lepidoptera,Lecithoceridae,Lecithocerinae,Tisis charadraea,,
Arthropoda,Insecta,Lepidoptera,Lecithoceridae,Lecithocerinae,Tisis meliorella,,
Arthropoda,Insecta,Lepidoptera,Lecithoceridae,Torodorinae,Thubana erycinae,,
Arthropoda,Insecta,Lepidoptera,Lecithoceridae,Torodorinae,Torodora epicharis,,
Arthropoda,Insecta,Lepidoptera,Lecithoceridae,Torodorinae,Torodora leucochlora,,
Arthropoda,Insecta,Lepidoptera,Lecithoceridae,,Tiriza leucotella,,
Arthropoda,Insecta,Lepidoptera,Limacodidae,Limacodinae,Birthama congrua,,
Arthropoda,Insecta,Lepidoptera,Limacodidae,Limacodinae,Birthamula rufa,,
Arthropoda,Insecta,Lepidoptera,Limacodidae,Limacodinae,Birthosea bisura,,
Arthropoda,Insecta,Lepidoptera,Limacodidae,Limacodinae,Cania bandura,,"Moore, 1859"
Arthropoda,Insecta,Lepidoptera,Limacodidae,Limacodinae,Cania minuta,,
Arthropoda,Insecta,Lepidoptera,Limacodidae,Limacodinae,Chalcocelis albiguttatus,,
Arthropoda,Insecta,Lepidoptera,Limacodidae,Limacodinae,Darna metaleuca,,
Arthropoda,Insecta,Lepidoptera,Limacodidae,Limacodinae,Darna sordida,,
Arthropoda,Insecta,Lepidoptera,Limacodidae,Limacodinae,Demonarosa mediodorsata,,
Arthropoda,Insecta,Lepidoptera,Limacodidae,Limacodinae,Hyphorma margaritacea,,
Arthropoda,Insecta,Lepidoptera,Limacodidae,Limacodinae,Idonauton apicalis,,"Walker, 1855"
Arthropoda,Insecta,Lepidoptera,Limacodidae,Limacodinae,Narosa concinna,,
Arthropoda,Insecta,Lepidoptera,Limacodidae,Limacodinae,Narosa rosipuncta,,
Arthropoda,Insecta,Lepidoptera,Limacodidae,Limacodinae,Nirmides basalis,,
Arthropoda,Insecta,Lepidoptera,Limacodidae,Limacodinae,Orthocraspeda furva,,
Arthropoda,Insecta,Lepidoptera,Limacodidae,Limacodinae,Orthocraspeda trima,,
Arthropoda,Insecta,Lepidoptera,Limacodidae,Limacodinae,Oxyplax pallivitta,,
Arthropoda,Insecta,Lepidoptera,Limacodidae,Limacodinae,Parasa lepida,Blue-striped Nettle Grub,
Arthropoda,Insecta,Lepidoptera,Limacodidae,Limacodinae,Phocoderma velutina,,
Arthropoda,Insecta,Lepidoptera,Limacodidae,Limacodinae,Ploneta diducta,,
Arthropoda,Insecta,Lepidoptera,Limacodidae,Limacodinae,Praesetora albitermina,,
Arthropoda,Insecta,Lepidoptera,Limacodidae,Limacodinae,Pseudidonauton bhaga,,
Arthropoda,Insecta,Lepidoptera,Limacodidae,Limacodinae,Scopelodes anthela,,
Arthropoda,Insecta,Lepidoptera,Limacodidae,Limacodinae,Setora nitens,,
Arthropoda,Insecta,Lepidoptera,Limacodidae,Limacodinae,Thespea bicolor,,
Arthropoda,Insecta,Lepidoptera,Limacodidae,Limacodinae,Thosea monoloncha,,
Arthropoda,Insecta,Lepidoptera,Limacodidae,Limacodinae,Thosea sinensis,,
Arthropoda,Insecta,Lepidoptera,Limacodidae,Limacodinae,Thosea vetusta,,"Walker, 1862"
Arthropoda,Insecta,Lepidoptera,Limacodidae,,Cania striola,,"Hering,1931"
Arthropoda,Insecta,Lepidoptera,Limacodidae,,Mambarona congrua,,
Arthropoda,Insecta,Lepidoptera,Metarbelidae,,Squamura disciplaga,,"Swinhoe,1901"
Arthropoda,Insecta,Lepidoptera,Metarbelidae,,Squamura roepkei,,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Acronictinae,Acronicta hasta,Cherry Dagger,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Acronictinae,Ancara replicans,,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Acronictinae,Aucha velans,Tidewatching mangrove moth,"Walker, 1858"
Arthropoda,Insecta,Lepidoptera,Noctuidae,Aediinae,Aedia acronyctoides,,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Aediinae,Aedia lichenea,,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Aediinae,Ecpatia longinquua,,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Aediinae,Mosara apicalis,,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Agaristinae,Episteme lectrix,,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Agaristinae,Episteme vetula,,"Geyer, 1832"
Arthropoda,Insecta,Lepidoptera,Noctuidae,Agaristinae,Longicella mollis,,"Walker, 1856"
Arthropoda,Insecta,Lepidoptera,Noctuidae,Agaristinae,Mimeusemia postica,,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Bagisarinae,Amyna punctum,White Point,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Bagisarinae,Chasmina candida,,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Bagisarinae,Dyrzela bosca,,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Bagisarinae,Dyrzela boscoides,,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Bagisarinae,Dyrzela plagiata,,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Bagisarinae,Ramadasa pavo,,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Bagisarinae,Xanthodes transversa,Transverse moth,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Biretinae,Porsica punctifascia,,"Hampson, 1893"
Arthropoda,Insecta,Lepidoptera,Noctuidae,Catocalinae,Hamodes propitia,,"Boisduval, 1832"
Arthropoda,Insecta,Lepidoptera,Noctuidae,Catocalinae,Ischyja marapok,,"Holloway, 2005"
Arthropoda,Insecta,Lepidoptera,Noctuidae,Cobubathinae,Aucha villiana,,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Condicinae,Condica aroana,,"BethuneBaker, 1906"
Arthropoda,Insecta,Lepidoptera,Noctuidae,Condicinae,Condica conducta,,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Condicinae,Condica illecta,,"Walker, 1865"
Arthropoda,Insecta,Lepidoptera,Noctuidae,Dyopsinae,Belciana biformis,,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Eriopinae,Callopistria exotica,,"Guenée, 1852"
Arthropoda,Insecta,Lepidoptera,Noctuidae,Eriopinae,Callopistria leucobasis,,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Eriopinae,Callopistria maillardi,White Tangle,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Eriopinae,Callopistria rivularis,,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Eriopinae,Callopistria trilineata,,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Eriopinae,Callopistria wallacei,,"Felder,1874"
Arthropoda,Insecta,Lepidoptera,Noctuidae,Eustrotiinae,Amyna axis,Oriental Eightspot,"Guenée, 1852"
Arthropoda,Insecta,Lepidoptera,Noctuidae,Eustrotiinae,Maliattha separata,,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Eustrotiinae,Maliattha signifera,,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Hadeninae,Callopistria apicalis,,"Walker, 1855"
Arthropoda,Insecta,Lepidoptera,Noctuidae,Hadeninae,Callopistria emiliusalis,,"Walker, 1857"
Arthropoda,Insecta,Lepidoptera,Noctuidae,Heliothinae,Helicoverpa armigera,Cotton Bollworm Moth,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Metoponiinae,Flammona quadrifasciata,,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Metoponiinae,Flammona trilineata,,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuinae,Agrotis segetum,Turnip Moth,"Denis & Schiffermüller, 1775"
Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuinae,Athetis thoracica,,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuinae,Bagada labi,,"Holloway,1989"
Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuinae,Borbotana nivifascia,,"Walker,1858"
Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuinae,Leucania venalba,,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuinae,Leucania yu,,"Guenée, 1852"
Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuinae,Mudaria magniplaga,,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuinae,Mythimna decisissima,,"Walker, 1856"
Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuinae,Pseudorthodes vecors,Small Brown Quaker,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuinae,Sasunaga longiplaga,,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuinae,Spodoptera cilium,Dark Mottled Willow,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuinae,Spodoptera exigua,Beet Armyworm Moth,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuinae,Spodoptera litura,Oriental Leafworm Moth/Cotton leafworm moth,"Fabricius,1775"
Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuinae,Spodoptera mauritia,Lawn Armyworm Moth,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuinae,Spodoptera pecten,,"Guenée,1852"
Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuinae,Spodoptera picta,Lily Caterpillar Moth,"GuérinMéneville, 1838"
Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuinae,Stenopterygia calida,,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuinae,Tiracola aureata,,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuinae,Yepcalphis dilectissima,,"Walker,1858"
Arthropoda,Insecta,Lepidoptera,Noctuidae,Plusiinae,Chrysodeixis acuta,Tunbridge Wells Gem,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Plusiinae,Chrysodeixis chalcites,Tomato Looper,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Plusiinae,Chrysodeixis eriosoma,Green Garden Looper,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Plusiinae,Plusiopalpa adrasta,,"Felder, 1874"
Arthropoda,Insecta,Lepidoptera,Noctuidae,Plusiinae,Scriptoplusia nigriluna,,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Plusiinae,Thysanoplusia orichalcea,Slender Burnished Brass,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Plusiinae,Trichoplusia ni,Cabbage Looper Moth,
Arthropoda,Insecta,Lepidoptera,Noctuidae,Plusiinae,Zonoplusia ochreata,,"Walker, 1865"
Arthropoda,Insecta,Lepidoptera,Noctuidae,Stictopterinae,Stictoptera clara,,"Cramer, 1781"
Arthropoda,Insecta,Lepidoptera,Noctuidae,,Hexamitoptera lawinda,,
Arthropoda,Insecta,Lepidoptera,Noctuidae,,Papuacola gemina,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Beaninae,Beana terminigera,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Chloephorinae,Aiteta musculina,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Chloephorinae,Asinduma exscripta,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Chloephorinae,Blenina rotunda,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Chloephorinae,Carea angulata,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Chloephorinae,Carea inducens,,"Walker, 1859"
Arthropoda,Insecta,Lepidoptera,Nolidae,Chloephorinae,Carea varipes,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Chloephorinae,Chandica ayama,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Chloephorinae,Chloriola gratissima,,"Walker,1863"
Arthropoda,Insecta,Lepidoptera,Nolidae,Chloephorinae,Erizada lichenaria,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Chloephorinae,Etanna basalis,,"Walker, 1862"
Arthropoda,Insecta,Lepidoptera,Nolidae,Chloephorinae,Etanna breviuscula,Pigeonpea Pod Borer,
Arthropoda,Insecta,Lepidoptera,Nolidae,Chloephorinae,Garella rotundipennis,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Chloephorinae,Giaura niveidisca,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Chloephorinae,Gyrtothripa papuana,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Chloephorinae,Gyrtothripa pusilla,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Chloephorinae,Lasiolopha saturata,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Chloephorinae,Nycteola indicatana,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Chloephorinae,Siglophora haematica,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Chloephorinae,Siglophora malickyi,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Chloephorinae,Xenochroa annae,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Chloephorinae,Xenochroa costiplaga,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Chloephorinae,Xenochroa xanthia,,"Hampson,1902"
Arthropoda,Insecta,Lepidoptera,Nolidae,Eariadinae,Earias flavida,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Eariadinae,Earias vittella,Spotted Bollworm,
Arthropoda,Insecta,Lepidoptera,Nolidae,Eligminae,Gadirtha pulchra,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Eligminae,Ptisciana seminivea,,"Walker,1865"
Arthropoda,Insecta,Lepidoptera,Nolidae,Eligminae,Selepa celtis,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Eligminae,Selepa molybdea,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Eligminae,Selepa plumbeata,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Nolinae,Aeneanola acontioides,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Nolinae,Aquis albida,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Nolinae,Calonola ectrocta,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Nolinae,Ctenane labuana,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Nolinae,Manoba major,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Nolinae,Meganola brunellus,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Nolinae,Nola analis,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Nolinae,Nola euryzonata,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Nolinae,Nola fasciata,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Nolinae,Nola pumila,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Nolinae,Nola quadrimaculata,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Nolinae,Sarbena lignifera,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Risobinae,Risoba basalis,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Risobinae,Risoba chlora,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Risobinae,Risoba diversipennis,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Risobinae,Risoba obscurivialis,,"Holloway, 2003"
Arthropoda,Insecta,Lepidoptera,Nolidae,Westermanniinae,Negeta contrariata,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Westermanniinae,Pterogonia aurigutta,,"Walker, 1858"
Arthropoda,Insecta,Lepidoptera,Nolidae,Westermanniinae,Pterogonia cardinalis,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Westermanniinae,Westermannia elliptica,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Westermanniinae,Westermannia gloriosa,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Westermanniinae,Westermannia nobilis,,
Arthropoda,Insecta,Lepidoptera,Nolidae,Westermanniinae,Westermannia pangolina,,
Arthropoda,Insecta,Lepidoptera,Nolidae,,Chloroplaga nygmia,,
Arthropoda,Insecta,Lepidoptera,Nolidae,,Didigua seticornis,,
Arthropoda,Insecta,Lepidoptera,Nolidae,,Gelastocera viridimacula,,
Arthropoda,Insecta,Lepidoptera,Nolidae,,Plectothripa excisa,,
Arthropoda,Insecta,Lepidoptera,Nolidae,,Tathothripa continua,,
Arthropoda,Insecta,Lepidoptera,Notodontidae,Notodontinae,Cerasana pagenstecheri,,"Schintlmeister & Lourens,2010"
Arthropoda,Insecta,Lepidoptera,Notodontidae,Notodontinae,Netria viridescens,,
Arthropoda,Insecta,Lepidoptera,Notodontidae,Notodontinae,Parasinga lichenina,,
Arthropoda,Insecta,Lepidoptera,Notodontidae,Notodontinae,Stauropus alternus,Lobster Caterpillar Moth,
Arthropoda,Insecta,Lepidoptera,Notodontidae,Notodontinae,Syntypistis pallidifascia,,
Arthropoda,Insecta,Lepidoptera,Notodontidae,Periergosinae,Chadisra basivacua,,
Arthropoda,Insecta,Lepidoptera,Notodontidae,Scranciinae,Thacona costivitta,,
Arthropoda,Insecta,Lepidoptera,Notodontidae,Scranciinae,Thacona fallax,,
Arthropoda,Insecta,Lepidoptera,Notodontidae,Spataliinae,Brykia horsfieldi,,
Arthropoda,Insecta,Lepidoptera,Notodontidae,Spataliinae,Brykia samarinda,,
Arthropoda,Insecta,Lepidoptera,Notodontidae,Spataliinae,Spatalia benderi,,
Arthropoda,Insecta,Lepidoptera,Notodontidae,Stauropinae,Neostauropus alternus,,"Walker, 1855"
Arthropoda,Insecta,Lepidoptera,Notodontidae,,Calyptronotum singapura,,
Arthropoda,Insecta,Lepidoptera,Notodontidae,,Caschara punctifera,,
Arthropoda,Insecta,Lepidoptera,Notodontidae,,Oxoia smaragdiplena,,"Walker,1862"
Arthropoda,Insecta,Lepidoptera,Notodontidae,,Semidonta nigribasis,,
Arthropoda,Insecta,Lepidoptera,Oecophoridae,Oecophorinae,Hofmannophila pseudospretella,Brown House Moth,
Arthropoda,Insecta,Lepidoptera,Oecophoridae,,Caenorycta anholochrysa,,
Arthropoda,Insecta,Lepidoptera,Phaudidae,Phaudinae,Phauda flammans,,
Arthropoda,Insecta,Lepidoptera,Plutellidae,,Plutella xylostella,Diamondback Moth,
Arthropoda,Insecta,Lepidoptera,Praydidae,,Prays nephelomima,Citrus Flower Moth,
Arthropoda,Insecta,Lepidoptera,Psychidae,Oiketicinae,Eumeta minuscula,,
Arthropoda,Insecta,Lepidoptera,Psychidae,Oiketicinae,Eumeta variegata,Paulownia Bagworm Moth,
Arthropoda,Insecta,Lepidoptera,Psychidae,Oiketicinae,Oiketicus riemsdyki,,
Arthropoda,Insecta,Lepidoptera,Psychidae,Psychinae,Cryptothelea gloverii,Glover's Bagworm Moth,
Arthropoda,Insecta,Lepidoptera,Psychidae,,Lepidoscia protorna,,
Arthropoda,Insecta,Lepidoptera,Psychidae,,Pagodiella hekmeyeri,Pagoda Bagworm Moth,
Arthropoda,Insecta,Lepidoptera,Pterophoridae,Deuterocopinae,Deuterocopus planeta,,"Meyrick, 1908"
Arthropoda,Insecta,Lepidoptera,Pterophoridae,Deuterocopinae,Deuterocopus ritsemae,,"Walsingham, 1884"
Arthropoda,Insecta,Lepidoptera,Pterophoridae,Deuterocopinae,Deuterocopus socotranus,,
Arthropoda,Insecta,Lepidoptera,Pterophoridae,Pterophorinae,Diacrotricha fasciola,Starfruit Plume Moth,"Zeller, 1851"
Arthropoda,Insecta,Lepidoptera,Pterophoridae,Pterophorinae,Exelastis pumilio,Dwarf Plume Moth,
Arthropoda,Insecta,Lepidoptera,Pterophoridae,Pterophorinae,Nippoptilia cinctipedalis,,
Arthropoda,Insecta,Lepidoptera,Pterophoridae,Pterophorinae,Pterophorus lacteipennis,,"Walker,1864"
Arthropoda,Insecta,Lepidoptera,Pterophoridae,Pterophorinae,Sphenarches anisodactylus,Fire-flag Plume Moth,
Arthropoda,Insecta,Lepidoptera,Pterophoridae,Pterophorinae,Sphenarches zanclistes,,"Meyrick, 1905"
Arthropoda,Insecta,Lepidoptera,Pterophoridae,Pterophorinae,Stenoptilodes taprobanes,Sri Lanka Plume Moth,
Arthropoda,Insecta,Lepidoptera,Pterophoridae,Pterophorinae,Xyroptila oenophanes,,
Arthropoda,Insecta,Lepidoptera,Pyralidae,Epipaschiinae,Canipsa suspensalis,,
Arthropoda,Insecta,Lepidoptera,Pyralidae,Epipaschiinae,Stericta sectilis,,
Arthropoda,Insecta,Lepidoptera,Pyralidae,Galleriinae,Doloessa viridis,,
Arthropoda,Insecta,Lepidoptera,Pyralidae,Galleriinae,Galleria mellonella,Greater Wax Moth,
Arthropoda,Insecta,Lepidoptera,Pyralidae,Galleriinae,Tirathaba rufivena,Coconut Spike Moth,
Arthropoda,Insecta,Lepidoptera,Pyralidae,Galleriinae,Tirathaba ruptilinea,,
Arthropoda,Insecta,Lepidoptera,Pyralidae,Phycitinae,Ectomyelois ceratoniae,Locust bean moth,
Arthropoda,Insecta,Lepidoptera,Pyralidae,Phycitinae,Ephestia elutella,Tobacco moth,
Arthropoda,Insecta,Lepidoptera,Pyralidae,Phycitinae,Ephestiodes infimella,Reddish Ephestiodes Moth,
Arthropoda,Insecta,Lepidoptera,Pyralidae,Phycitinae,Epicrocis oegnusalis,,
Arthropoda,Insecta,Lepidoptera,Pyralidae,Phycitinae,Indomyrlaea ferreotincta,,"Hampson, 1912"
Arthropoda,Insecta,Lepidoptera,Pyralidae,Phycitinae,Nephopterix ferreotincta,,
Arthropoda,Insecta,Lepidoptera,Pyralidae,Phycitinae,Piesmopoda semilutea,,
Arthropoda,Insecta,Lepidoptera,Pyralidae,Phycitinae,Plodia interpunctella,Indian-Meal Moth,
Arthropoda,Insecta,Lepidoptera,Pyralidae,Phycitinae,Pseudodavara haemaphoralis,,
Arthropoda,Insecta,Lepidoptera,Pyralidae,Phycitinae,Rhodophaea actiosella,,
Arthropoda,Insecta,Lepidoptera,Pyralidae,Pyralinae,Endotricha mesenterialis,,"Walker, 1859"
Arthropoda,Insecta,Lepidoptera,Pyralidae,Pyralinae,Hypsopygia costalis,Clover Hayworm Moth,
Arthropoda,Insecta,Lepidoptera,Pyralidae,Pyralinae,Hypsopygia marthalis,,
Arthropoda,Insecta,Lepidoptera,Pyralidae,Pyralinae,Hypsopygia mauritialis,,
Arthropoda,Insecta,Lepidoptera,Pyralidae,Pyralinae,Hypsopygia nigrivitta,,
Arthropoda,Insecta,Lepidoptera,Pyralidae,Pyralinae,Macna platychloralis,,
Arthropoda,Insecta,Lepidoptera,Pyralidae,Pyralinae,Pyralis farinalis,Meal moth,
Arthropoda,Insecta,Lepidoptera,Pyralidae,Pyralinae,Pyralis manihotalis,Tropical Meal Moth,
Arthropoda,Insecta,Lepidoptera,Pyralidae,Pyralinae,Pyralis pictalis,Painted Meal Moth,
Arthropoda,Insecta,Lepidoptera,Pyralidae,Pyralinae,Zitha torridalis,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Saturniinae,Attacus atlas,Atlas Moth,"Linnaeus,1758"
Arthropoda,Insecta,Lepidoptera,Saturniidae,Saturniinae,Saturnia pyri,Giant Peacock Moth,
Arthropoda,Insecta,Lepidoptera,Scythrididae,,Eretmocera impactella,,
Arthropoda,Insecta,Lepidoptera,Sesiidae,Tinthiinae,Tyrictaca pulchra,,
Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossinae,Acosmeryx shervillii,,
Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossinae,Angonyx testacea,,
Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossinae,Cechenena helops,,
Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossinae,Cechenena helops helops,,"Walker, 1856"
Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossinae,Cephonodes hylas,Pellucid Hawkmoth,
Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossinae,Daphnis hypothous,Jade hawkmoth,"Cramer, 1780"
Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossinae,Daphnis nerii,Oleander Hawkmoth,"Linnaeus,1758"
Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossinae,Elibia dolichus,,"Westwood,1847"
Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossinae,Enpinanga borneensis,,"Butler,1879"
Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossinae,Enpinanga vigens,,
Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossinae,Eupanacra elegantulus,Elegant Hawkmoth,
Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossinae,Eupanacra mydon,common rippled hawkmoth,
Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossinae,Eupanacra regularis,,
Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossinae,Eurypteryx bhaga,,"Moore,1865"
Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossinae,Hippotion boerhaviae,,
Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossinae,Hippotion celerio,Vine Hawkmoth,
Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossinae,Hippotion echeclus,,
Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossinae,Hippotion rosetta,Swinhoe's Striated Hawkmoth,"Swinhoe, 1892"
Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossinae,Macroglossum bombylans,,
Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossinae,Macroglossum corythus,,"Walker, 1856"
Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossinae,Macroglossum divergens,,
